"sj","item","adv_type","adv_t","verb_t","gramm","ROI","label","fp","gp","tt","ri","ro"
"26","67","Non-deic","none","Future","1","1","Para protegerse del sol,",1001,1001,1001,0,0
"26","67","Non-deic","none","Future","1","2","después de bañarse",520,520,520,0,0
"26","67","Non-deic","none","Future","1","3","los nadadores",393,393,393,0,0
"26","67","Non-deic","none","Future","1","4","hidratarán",251,251,251,0,0
"26","67","Non-deic","none","Future","1","5","su piel",286,286,286,0,0
"26","67","Non-deic","none","Future","1","6","con crema.",328,328,328,0,0
"26","88","Deic","Past","Future","0","1","Para saludar al público,",836,836,836,0,0
"26","88","Deic","Past","Future","0","2","el domingo pasado",468,468,468,0,0
"26","88","Deic","Past","Future","0","3","los deportistas",348,348,348,0,0
"26","88","Deic","Past","Future","0","4","batearán",222,222,222,0,0
"26","88","Deic","Past","Future","0","5","pelotas",440,440,633,1,0
"26","88","Deic","Past","Future","0","6","hacia las gradas.",972,1409,1216,0,1
"26","52","Non-deic","none","Future","1","1","Después de una larga espera,",1528,1528,2444,1,0
"26","52","Non-deic","none","Future","1","2","después del amanecer",907,907,1684,1,0
"26","52","Non-deic","none","Future","1","3","los marineros",224,885,1258,1,1
"26","52","Non-deic","none","Future","1","4","desamarrarán",353,2856,3106,1,1
"26","52","Non-deic","none","Future","1","5","el bote",270,2840,524,0,1
"26","52","Non-deic","none","Future","1","6","del puerto.",801,801,801,0,0
"26","96","Deic","Past","Future","0","1","Cuidadosamente,",519,519,823,1,0
"26","96","Deic","Past","Future","0","2","ayer por la mañana",718,718,1244,1,0
"26","96","Deic","Past","Future","0","3","los vendedores",253,253,760,1,0
"26","96","Deic","Past","Future","0","4","conservarán",273,754,1127,1,1
"26","96","Deic","Past","Future","0","5","los pasteles",249,724,793,1,1
"26","96","Deic","Past","Future","0","6","en un envase.",407,2186,407,0,1
"26","68","Non-deic","none","Future","1","1","En el caserío,",780,780,780,0,0
"26","68","Non-deic","none","Future","1","2","el mes de octubre",270,270,532,1,0
"26","68","Non-deic","none","Future","1","3","los campesinos",300,300,520,0,0
"26","68","Non-deic","none","Future","1","4","fermentarán",209,209,726,1,0
"26","68","Non-deic","none","Future","1","5","la uva",261,1014,497,0,1
"26","68","Non-deic","none","Future","1","6","para hacer vino.",535,1017,535,0,1
"26","84","Deic","Past","Past","1","1","Como siempre,",388,388,388,0,0
"26","84","Deic","Past","Past","1","2","el invierno pasado",596,596,596,0,0
"26","84","Deic","Past","Past","1","3","las olas",298,298,298,0,0
"26","84","Deic","Past","Past","1","4","azotaron",295,295,295,0,0
"26","84","Deic","Past","Past","1","5","la barandilla",441,441,565,1,0
"26","84","Deic","Past","Past","1","6","del Paseo Nuevo.",476,600,476,0,1
"26","42","Non-deic","none","Past","1","1","Con motivo del desfile,",1084,1084,2156,1,0
"26","42","Non-deic","none","Past","1","2","el dos de octubre",715,715,1846,1,0
"26","42","Non-deic","none","Past","1","3","los peluqueros",578,578,1067,0,0
"26","42","Non-deic","none","Past","1","4","alisaron",242,242,494,0,0
"26","42","Non-deic","none","Past","1","5","el pelo",251,251,719,1,0
"26","42","Non-deic","none","Past","1","6","a las modelos.",523,4933,1521,0,1
"26","28","Deic","Future","Future","1","1","Con mucha paciencia,",1158,1158,1517,1,0
"26","28","Deic","Future","Future","1","2","mañana a las tres",1248,1248,2644,1,0
"26","28","Deic","Future","Future","1","3","los profesores",173,807,1351,0,1
"26","28","Deic","Future","Future","1","4","aclararán",1944,1944,2744,0,0
"26","28","Deic","Future","Future","1","5","las dudas",395,3706,607,0,1
"26","28","Deic","Future","Future","1","6","de los estudiantes.",410,410,410,0,0
"26","100","Deic","Past","Future","0","1","En la catedral,",649,649,1261,1,0
"26","100","Deic","Past","Future","0","2","hace unas horas",210,1064,906,0,1
"26","100","Deic","Past","Future","0","3","los obispos",236,236,236,0,0
"26","100","Deic","Past","Future","0","4","coronarán",339,339,339,0,0
"26","100","Deic","Past","Future","0","5","al príncipe",462,462,462,0,0
"26","100","Deic","Past","Future","0","6","de Holanda.",545,999,545,0,1
"26","32","Deic","Future","Future","1","1","De acuerdo con el convenio,",921,921,921,0,0
"26","32","Deic","Future","Future","1","2","el próximo verano",696,696,696,0,0
"26","32","Deic","Future","Future","1","3","las enfermeras",304,304,304,0,0
"26","32","Deic","Future","Future","1","4","rotarán",668,668,668,0,0
"26","32","Deic","Future","Future","1","5","su turno",134,134,134,0,0
"26","32","Deic","Future","Future","1","6","de guardia nocturna.",992,992,992,0,0
"26","99","Deic","Past","Future","0","1","Durante las fiestas,",766,766,1730,1,0
"26","99","Deic","Past","Future","0","2","la semana pasada",610,610,1181,0,0
"26","99","Deic","Past","Future","0","3","los borrachos",469,469,1008,1,0
"26","99","Deic","Past","Future","0","4","molestarán",692,692,912,0,0
"26","99","Deic","Past","Future","0","5","al personal",229,229,581,1,0
"26","99","Deic","Past","Future","0","6","de la oficina.",370,3192,546,0,1
"26","62","Non-deic","none","Future","1","1","Para su comodidad,",1001,1001,1324,1,0
"26","62","Non-deic","none","Future","1","2","durante el verano",704,704,1270,1,0
"26","62","Non-deic","none","Future","1","3","los pastores",767,767,767,0,0
"26","62","Non-deic","none","Future","1","4","esquilarán",284,284,284,0,0
"26","62","Non-deic","none","Future","1","5","las ovejas",560,560,560,0,0
"26","62","Non-deic","none","Future","1","6","del monte.",444,1333,444,0,1
"26","36","Non-deic","none","Past","1","1","Con ocasión de la comida familial,",1509,1509,1509,0,0
"26","36","Non-deic","none","Past","1","2","el sábado a la una",596,596,596,0,0
"26","36","Non-deic","none","Past","1","3","los abuelos",566,566,566,0,0
"26","36","Non-deic","none","Past","1","4","disfrutaron",237,237,720,1,0
"26","36","Non-deic","none","Past","1","5","al ver",NA,NA,NA,NA,NA
"26","36","Non-deic","none","Past","1","6","al nieto.",912,1395,912,0,1
"26","73","Deic","Past","Past","1","1","Según la prensa,",1028,1028,1466,1,0
"26","73","Deic","Past","Past","1","2","la semana pasada",673,673,2469,1,0
"26","73","Deic","Past","Past","1","3","los magistrados",609,609,1817,1,0
"26","73","Deic","Past","Past","1","4","expoliaron",302,302,1312,1,0
"26","73","Deic","Past","Past","1","5","los bienes",255,713,1611,1,1
"26","73","Deic","Past","Past","1","6","del evasor.",1078,7377,2027,0,1
"26","16","Deic","Future","Past","0","1","Afortunadamente,",106,106,106,0,0
"26","16","Deic","Future","Past","0","2","mañana",NA,NA,NA,NA,NA
"26","16","Deic","Future","Past","0","3","las emisoras",NA,NA,NA,NA,NA
"26","16","Deic","Future","Past","0","4","transmitieron",NA,NA,NA,NA,NA
"26","16","Deic","Future","Past","0","5","el partido",NA,NA,NA,NA,NA
"26","16","Deic","Future","Past","0","6","de fútbol.",NA,NA,NA,NA,NA
"26","80","Deic","Past","Past","1","1","Trabajando en equipo,",1423,1423,2241,1,0
"26","80","Deic","Past","Past","1","2","hace unos años",575,575,575,0,0
"26","80","Deic","Past","Past","1","3","los climatólogos",709,709,993,1,0
"26","80","Deic","Past","Past","1","4","dedujeron",436,436,436,0,0
"26","80","Deic","Past","Past","1","5","los efectos",371,371,371,0,0
"26","80","Deic","Past","Past","1","6","del cambio climático.",573,1675,573,0,1
"26","46","Non-deic","none","Past","1","1","Con un poquito de blanco,",1749,1749,1749,0,0
"26","46","Non-deic","none","Past","1","2","el fin de semana",590,590,843,1,0
"26","46","Non-deic","none","Past","1","3","los inquilinos",282,1070,817,0,1
"26","46","Non-deic","none","Past","1","4","atenuaron",345,345,345,0,0
"26","46","Non-deic","none","Past","1","5","el amarillo",386,386,386,0,0
"26","46","Non-deic","none","Past","1","6","de la pared.",902,902,902,0,0
"26","31","Deic","Future","Future","1","1","Gracias a su obra,",794,794,794,0,0
"26","31","Deic","Future","Future","1","2","en los siglos futuros",486,486,764,1,0
"26","31","Deic","Future","Future","1","3","los escritores",417,417,417,0,0
"26","31","Deic","Future","Future","1","4","exaltarán",334,334,334,0,0
"26","31","Deic","Future","Future","1","5","la grandeza",360,360,601,1,0
"26","31","Deic","Future","Future","1","6","de País Vasco.",402,921,402,0,1
"26","93","Deic","Past","Future","0","1","Para complacer al público,",1077,1077,1077,0,0
"26","93","Deic","Past","Future","0","2","el domingo pasado",719,719,719,0,0
"26","93","Deic","Past","Future","0","3","los artistas",324,324,324,0,0
"26","93","Deic","Past","Future","0","4","guiarán",300,300,300,0,0
"26","93","Deic","Past","Future","0","5","la visita",282,282,282,0,0
"26","93","Deic","Past","Future","0","6","al museo.",451,451,451,0,0
"26","64","Non-deic","none","Future","1","1","Por la falta de vacunas,",845,845,845,0,0
"26","64","Non-deic","none","Future","1","2","durante el invierno",494,494,494,0,0
"26","64","Non-deic","none","Future","1","3","los catarros",317,317,317,0,0
"26","64","Non-deic","none","Future","1","4","degenerarán",500,500,500,0,0
"26","64","Non-deic","none","Future","1","5","en enfermedades",297,297,297,0,0
"26","64","Non-deic","none","Future","1","6","contagiosas.",490,490,490,0,0
"26","94","Deic","Past","Future","0","1","Debido a su infidelidad,",1165,1165,1635,1,0
"26","94","Deic","Past","Future","0","2","hace algunos meses",952,2070,1942,1,1
"26","94","Deic","Past","Future","0","3","los reporteros",411,411,411,0,0
"26","94","Deic","Past","Future","0","4","espiarán",205,205,636,1,0
"26","94","Deic","Past","Future","0","5","al marido",368,1380,1152,1,1
"26","94","Deic","Past","Future","0","6","de la duquesa.",509,1054,509,0,1
"26","54","Non-deic","none","Future","1","1","En la carnicería,",1018,1018,1018,0,0
"26","54","Non-deic","none","Future","1","2","por la mañana",500,500,500,0,0
"26","54","Non-deic","none","Future","1","3","los carniceros",295,295,295,0,0
"26","54","Non-deic","none","Future","1","4","encargarán",212,212,407,1,0
"26","54","Non-deic","none","Future","1","5","muchas piezas",279,755,739,1,1
"26","54","Non-deic","none","Future","1","6","al proveedor.",436,920,741,0,1
"26","5","Deic","Future","Past","0","1","Excepcionalmente,",549,549,933,1,0
"26","5","Deic","Future","Past","0","2","mañana a la una",543,543,1253,1,0
"26","5","Deic","Future","Past","0","3","los pacientes",517,517,846,0,0
"26","5","Deic","Future","Past","0","4","complementaron",415,415,738,0,0
"26","5","Deic","Future","Past","0","5","su terapia",412,412,899,1,0
"26","5","Deic","Future","Past","0","6","con ejercicio físico.",1050,3529,1296,0,1
"26","22","Deic","Future","Future","1","1","A pesar de su contenido,",921,921,921,0,0
"26","22","Deic","Future","Future","1","2","la próxima semana",437,437,437,0,0
"26","22","Deic","Future","Future","1","3","los críticos",372,372,372,0,0
"26","22","Deic","Future","Future","1","4","promocionarán",268,268,490,1,0
"26","22","Deic","Future","Future","1","5","la película",268,707,485,0,1
"26","22","Deic","Future","Future","1","6","de Tarantino.",640,640,640,0,0
"26","66","Non-deic","none","Future","1","1","Durante la competición,",728,728,1544,1,0
"26","66","Non-deic","none","Future","1","2","el fin de semana",514,514,1459,1,0
"26","66","Non-deic","none","Future","1","3","los caballos",528,528,767,0,0
"26","66","Non-deic","none","Future","1","4","trotarán",289,289,578,1,0
"26","66","Non-deic","none","Future","1","5","en el recinto",286,1145,856,0,1
"26","66","Non-deic","none","Future","1","6","con sus jinetes.",789,2789,789,0,1
"26","59","Non-deic","none","Future","1","1","En la carretera de Irún,",1515,1515,1515,0,0
"26","59","Non-deic","none","Future","1","2","durante el invierno",221,221,221,0,0
"26","59","Non-deic","none","Future","1","3","las obras",347,347,347,0,0
"26","59","Non-deic","none","Future","1","4","conllevarán",324,324,324,0,0
"26","59","Non-deic","none","Future","1","5","problemas",321,321,321,0,0
"26","59","Non-deic","none","Future","1","6","de movilidad.",442,442,442,0,0
"26","56","Non-deic","none","Future","1","1","Siguiendo su estrategia,",926,926,926,0,0
"26","56","Non-deic","none","Future","1","2","durante el juicio",321,321,321,0,0
"26","56","Non-deic","none","Future","1","3","los abogados",319,319,319,0,0
"26","56","Non-deic","none","Future","1","4","equipararán",469,469,469,0,0
"26","56","Non-deic","none","Future","1","5","a la víctima",297,297,590,1,0
"26","56","Non-deic","none","Future","1","6","con un terrorista.",850,1280,987,0,1
"26","74","Deic","Past","Past","1","1","En la discoteca,",529,529,529,0,0
"26","74","Deic","Past","Past","1","2","el sábado pasado",575,575,575,0,0
"26","74","Deic","Past","Past","1","3","los chavales",371,371,371,0,0
"26","74","Deic","Past","Past","1","4","sonrojaron",266,266,266,0,0
"26","74","Deic","Past","Past","1","5","a todas las chicas",526,526,526,0,0
"26","74","Deic","Past","Past","1","6","con minifalda.",724,724,724,0,0
"26","86","Deic","Past","Future","0","1","En Bilbao,",427,427,685,1,0
"26","86","Deic","Past","Future","0","2","ayer por la mañana",451,451,818,0,0
"26","86","Deic","Past","Future","0","3","las amigas",338,338,638,0,0
"26","86","Deic","Past","Future","0","4","buscarán",232,232,320,0,0
"26","86","Deic","Past","Future","0","5","un restaurante",757,757,757,0,0
"26","86","Deic","Past","Future","0","6","para comer.",716,1729,716,0,1
"26","57","Non-deic","none","Future","1","1","Al publicar el escándalo,",681,681,681,0,0
"26","57","Non-deic","none","Future","1","2","durante el verano",493,493,957,1,0
"26","57","Non-deic","none","Future","1","3","los periodistas",552,1114,650,0,1
"26","57","Non-deic","none","Future","1","4","estigmatizarán",527,527,527,0,0
"26","57","Non-deic","none","Future","1","5","la fama",299,299,299,0,0
"26","57","Non-deic","none","Future","1","6","del cantante.",874,874,874,0,0
"26","35","Non-deic","none","Past","1","1","En los informativos,",1770,1770,1770,0,0
"26","35","Non-deic","none","Past","1","2","antes del debate",820,820,820,0,0
"26","35","Non-deic","none","Past","1","3","las periodistas",474,474,474,0,0
"26","35","Non-deic","none","Past","1","4","bromearon",214,214,214,0,0
"26","35","Non-deic","none","Past","1","5","sobre el presidente",531,531,736,1,0
"26","35","Non-deic","none","Past","1","6","de España.",193,398,193,0,1
"26","24","Deic","Future","Future","1","1","En la fábrica,",827,827,1330,1,0
"26","24","Deic","Future","Future","1","2","dentro de dos días",448,448,1046,1,0
"26","24","Deic","Future","Future","1","3","los obreros",402,402,586,0,0
"26","24","Deic","Future","Future","1","4","aplastarán",391,391,543,0,0
"26","24","Deic","Future","Future","1","5","las cajas",237,237,237,0,0
"26","24","Deic","Future","Future","1","6","de madera.",375,1812,375,0,1
"26","47","Non-deic","none","Past","1","1","Según la prensa,",687,687,1108,1,0
"26","47","Non-deic","none","Past","1","2","a mediados de mes",372,372,1817,1,0
"26","47","Non-deic","none","Past","1","3","los participantes",311,1802,1153,0,1
"26","47","Non-deic","none","Past","1","4","boxearon",206,206,407,0,0
"26","47","Non-deic","none","Past","1","5","en el cuadrilátero",595,595,1322,0,0
"26","47","Non-deic","none","Past","1","6","de Madrid.",318,2692,547,0,1
"26","2","Deic","Future","Past","0","1","Al final del partido,",781,781,1558,1,0
"26","2","Deic","Future","Past","0","2","el próximo domingo",643,643,2327,1,0
"26","2","Deic","Future","Past","0","3","los futbolistas",376,376,1953,0,0
"26","2","Deic","Future","Past","0","4","alzaron",267,267,1497,1,0
"26","2","Deic","Future","Past","0","5","el trofeo",328,328,675,1,0
"26","2","Deic","Future","Past","0","6","ante los hinchas.",930,7385,1770,0,1
"26","23","Deic","Future","Future","1","1","Por petición del jefe,",780,780,1125,1,0
"26","23","Deic","Future","Future","1","2","el mayo que viene",1649,1649,1895,0,0
"26","23","Deic","Future","Future","1","3","los responsables",819,819,1056,0,0
"26","23","Deic","Future","Future","1","4","prorrogarán",1342,1342,1751,1,0
