"sj","item","adv_type","adv_t","verb_t","gramm","ROI","label","fp","gp","tt","ri","ro"
"65","51","Deic","Past","Future","0","6","de su cargo.",649,1802,649,0,1
"65","34","Deic","Past","Future","0","1","En el instituto,",571,571,571,0,0
"65","34","Deic","Past","Future","0","2","hace unas semanas",529,529,529,0,0
"65","34","Deic","Past","Future","0","3","los estudiantes",408,408,408,0,0
"65","34","Deic","Past","Future","0","4","afrontarán",260,260,260,0,0
"65","34","Deic","Past","Future","0","5","una prueba final",650,650,863,1,0
"65","34","Deic","Past","Future","0","6","muy dura.",418,883,670,0,1
"65","1","Non-deic","none","Future","1","1","Durante el festival,",593,593,593,0,0
"65","1","Non-deic","none","Future","1","2","el lunes",359,359,359,0,0
"65","1","Non-deic","none","Future","1","3","los actores",247,247,247,0,0
"65","1","Non-deic","none","Future","1","4","representarán",664,664,664,0,0
"65","1","Non-deic","none","Future","1","5","una obra",403,403,403,0,0
"65","1","Non-deic","none","Future","1","6","de Moliere.",545,545,545,0,0
"65","67","Deic","Future","Past","0","1","Para protegerse del sol,",868,868,868,0,0
"65","67","Deic","Future","Past","0","2","el próximo verano",693,693,693,0,0
"65","67","Deic","Future","Past","0","3","los nadadores",366,366,366,0,0
"65","67","Deic","Future","Past","0","4","hidrataron",247,247,580,1,0
"65","67","Deic","Future","Past","0","5","su piel",760,1253,920,0,1
"65","67","Deic","Future","Past","0","6","con crema.",597,597,597,0,0
"65","4","Non-deic","none","Future","1","1","Debido a su ocupación,",634,634,634,0,0
"65","4","Non-deic","none","Future","1","2","con el tiempo",446,446,446,0,0
"65","4","Non-deic","none","Future","1","3","los anticuarios",672,672,672,0,0
"65","4","Non-deic","none","Future","1","4","coleccionarán",647,647,647,0,0
"65","4","Non-deic","none","Future","1","5","estatuas griegas",1110,1110,1110,0,0
"65","4","Non-deic","none","Future","1","6","muy antiguas.",590,590,590,0,0
"65","30","Deic","Past","Past","1","1","En la bodega,",475,475,475,0,0
"65","30","Deic","Past","Past","1","2","ayer por la mañana",658,658,658,0,0
"65","30","Deic","Past","Past","1","3","los sumilleres",845,845,845,0,0
"65","30","Deic","Past","Past","1","4","decantaron",1114,1114,1114,0,0
"65","30","Deic","Past","Past","1","5","el vino",240,240,240,0,0
"65","30","Deic","Past","Past","1","6","más viejo.",597,597,597,0,0
"65","82","Deic","Future","Future","1","1","Gracias al flotador,",573,573,573,0,0
"65","82","Deic","Future","Future","1","2","mañana por la tarde",622,622,622,0,0
"65","82","Deic","Future","Future","1","3","los aprendices",416,416,595,1,0
"65","82","Deic","Future","Future","1","4","flotarán",234,592,413,0,1
"65","82","Deic","Future","Future","1","5","sin miedo",348,348,348,0,0
"65","82","Deic","Future","Future","1","6","hasta el borde",545,545,545,0,0
"65","82","Deic","Future","Future","1","7","de la piscina.",607,607,607,0,0
"65","52","Deic","Future","Past","0","1","Después de una larga espera,",796,796,796,0,0
"65","52","Deic","Future","Past","0","2","mañana al amanecer",577,577,577,0,0
"65","52","Deic","Future","Past","0","3","los marineros",401,401,401,0,0
"65","52","Deic","Future","Past","0","4","desamarraron",539,539,997,1,0
"65","52","Deic","Future","Past","0","5","el bote",377,835,377,0,1
"65","52","Deic","Future","Past","0","6","del puerto.",536,536,536,0,0
"65","10","Non-deic","none","Future","1","1","Para agilizar el papeleo,",1210,1210,1210,0,0
"65","10","Non-deic","none","Future","1","2","tras el verano",582,582,582,0,0
"65","10","Non-deic","none","Future","1","3","los secretarios",277,277,277,0,0
"65","10","Non-deic","none","Future","1","4","gestionarán",492,492,492,0,0
"65","10","Non-deic","none","Future","1","5","los pagos",399,399,399,0,0
"65","10","Non-deic","none","Future","1","6","electrónicamente.",757,757,757,0,0
"65","78","Deic","Future","Future","1","1","En la iglesia,",380,380,632,1,0
"65","78","Deic","Future","Future","1","2","dentro de unas horas",635,635,1385,0,0
"65","78","Deic","Future","Future","1","3","las oraciones",308,308,448,1,0
"65","78","Deic","Future","Future","1","4","reconfortarán",636,636,636,0,0
"65","78","Deic","Future","Future","1","5","a la familia",756,756,756,0,0
"65","78","Deic","Future","Future","1","6","de la víctima.",754,1896,754,0,1
"65","18","Deic","Past","Past","1","1","Con ocasión de la fiesta,",1221,1221,1221,0,0
"65","18","Deic","Past","Past","1","2","hace dos semanas",503,503,503,0,0
"65","18","Deic","Past","Past","1","3","las madres",654,654,654,0,0
"65","18","Deic","Past","Past","1","4","frieron",343,343,765,1,0
"65","18","Deic","Past","Past","1","5","muchos buñuelos",205,1563,1141,0,1
"65","18","Deic","Past","Past","1","6","para los niños.",1241,1241,1241,0,0
"65","8","Non-deic","none","Future","1","1","Durante la clase,",529,529,529,0,0
"65","8","Non-deic","none","Future","1","2","el martes",235,235,235,0,0
"65","8","Non-deic","none","Future","1","3","los profesores",476,476,476,0,0
"65","8","Non-deic","none","Future","1","4","evidenciarán",532,532,532,0,0
"65","8","Non-deic","none","Future","1","5","los problemas",431,431,431,0,0
"65","8","Non-deic","none","Future","1","6","de comunicación.",418,418,418,0,0
"65","68","Deic","Future","Past","0","1","En el caserío,",524,524,524,0,0
"65","68","Deic","Future","Past","0","2","mañana por la tarde",1058,1058,1058,0,0
"65","68","Deic","Future","Past","0","3","los campesinos",447,447,447,0,0
"65","68","Deic","Future","Past","0","4","fermentaron",254,254,825,1,0
"65","68","Deic","Future","Past","0","5","la uva",181,752,356,1,1
"65","68","Deic","Future","Past","0","6","para hacer vino.",209,895,720,0,1
"65","97","Non-deic","none","Past","1","1","Por necesidad,",336,336,336,0,0
"65","97","Non-deic","none","Past","1","2","tras la manifestación",629,629,629,0,0
"65","97","Non-deic","none","Past","1","3","los jóvenes",370,370,370,0,0
"65","97","Non-deic","none","Past","1","4","ocuparon",241,241,241,0,0
"65","97","Non-deic","none","Past","1","5","la casa abandonada",907,907,907,0,0
"65","97","Non-deic","none","Past","1","6","en Egia.",1344,1344,1344,0,0
"65","66","Deic","Future","Past","0","1","Durante la competición,",766,766,1157,1,0
"65","66","Deic","Future","Past","0","2","mañana a las tres",319,1104,713,0,1
"65","66","Deic","Future","Past","0","3","los caballos",381,381,381,0,0
"65","66","Deic","Future","Past","0","4","trotaron",541,541,541,0,0
"65","66","Deic","Future","Past","0","5","en el recinto",406,406,406,0,0
"65","66","Deic","Future","Past","0","6","con sus jinetes.",1188,1188,1188,0,0
"65","47","Deic","Past","Future","0","1","Según la prensa,",532,532,532,0,0
"65","47","Deic","Past","Future","0","2","el lunes pasado",715,715,715,0,0
"65","47","Deic","Past","Future","0","3","los participantes",475,475,475,0,0
"65","47","Deic","Past","Future","0","4","boxearán",430,430,774,1,0
"65","47","Deic","Past","Future","0","5","en el cuadrilátero",239,1328,984,0,1
"65","47","Deic","Past","Future","0","6","de Madrid.",371,371,371,0,0
"65","39","Deic","Past","Future","0","1","Para prevenir plagas,",623,623,623,0,0
"65","39","Deic","Past","Future","0","2","hace veintidós años",1003,1003,1003,0,0
"65","39","Deic","Past","Future","0","3","los botánicos",481,481,481,0,0
"65","39","Deic","Past","Future","0","4","aclimatarán",575,575,575,0,0
"65","39","Deic","Past","Future","0","5","las matas de tomate",1017,1017,1017,0,0
"65","39","Deic","Past","Future","0","6","al frío.",535,535,535,0,0
"65","99","Non-deic","none","Past","1","1","Durante las fiestas,",515,515,515,0,0
"65","99","Non-deic","none","Past","1","2","después de las diez",640,640,640,0,0
"65","99","Non-deic","none","Past","1","3","los borrachos",285,285,285,0,0
"65","99","Non-deic","none","Past","1","4","molestaron",449,449,449,0,0
"65","99","Non-deic","none","Past","1","5","al personal",415,415,1286,1,0
"65","99","Non-deic","none","Past","1","6","de la oficina.",613,2159,1288,0,1
"65","40","Deic","Past","Future","0","1","Como buenos invitados,",953,953,953,0,0
"65","40","Deic","Past","Future","0","2","catorce años atrás",756,756,756,0,0
"65","40","Deic","Past","Future","0","3","los visitantes",517,517,517,0,0
"65","40","Deic","Past","Future","0","4","brindarán",413,413,413,0,0
"65","40","Deic","Past","Future","0","5","con el príncipe",554,554,554,0,0
"65","40","Deic","Past","Future","0","6","de Gales.",265,265,265,0,0
"65","84","Deic","Future","Future","1","1","Como siempre,",407,407,407,0,0
"65","84","Deic","Future","Future","1","2","el próximo invierno",565,565,565,0,0
"65","84","Deic","Future","Future","1","3","las olas",222,222,222,0,0
"65","84","Deic","Future","Future","1","4","azotarán",429,429,429,0,0
"65","84","Deic","Future","Future","1","5","la barandilla",573,573,573,0,0
"65","84","Deic","Future","Future","1","6","del Paseo Nuevo.",405,405,405,0,0
"65","43","Deic","Past","Future","0","1","En el centro comercial,",828,828,828,0,0
"65","43","Deic","Past","Future","0","2","ayer por la noche",640,640,640,0,0
"65","43","Deic","Past","Future","0","3","los malabaristas",760,760,760,0,0
"65","43","Deic","Past","Future","0","4","amenizarán",437,437,437,0,0
"65","43","Deic","Past","Future","0","5","la espera",442,442,442,0,0
"65","43","Deic","Past","Future","0","6","de los clientes.",537,537,537,0,0
"65","85","Deic","Future","Future","1","1","Por obligación,",343,343,343,0,0
"65","85","Deic","Future","Future","1","2","mañana a las ocho",584,584,584,0,0
"65","85","Deic","Future","Future","1","3","las periodistas",435,435,435,0,0
"65","85","Deic","Future","Future","1","4","soportarán",227,227,227,0,0
"65","85","Deic","Future","Future","1","5","el discurso",478,478,478,0,0
"65","85","Deic","Future","Future","1","6","del rey.",552,552,552,0,0
"65","79","Deic","Future","Future","1","1","Bajo juramento,",542,542,542,0,0
"65","79","Deic","Future","Future","1","2","el próximo viernes",629,629,629,0,0
"65","79","Deic","Future","Future","1","3","los agentes",256,256,256,0,0
"65","79","Deic","Future","Future","1","4","testificarán",397,397,397,0,0
"65","79","Deic","Future","Future","1","5","en contra",220,220,220,0,0
"65","79","Deic","Future","Future","1","6","del acusado.",757,757,757,0,0
"65","100","Non-deic","none","Past","1","1","En la catedral,",736,736,736,0,0
"65","100","Non-deic","none","Past","1","2","durante la misa",801,801,801,0,0
"65","100","Non-deic","none","Past","1","3","los obispos",412,412,412,0,0
"65","100","Non-deic","none","Past","1","4","coronaron",250,250,250,0,0
"65","100","Non-deic","none","Past","1","5","al príncipe",591,591,591,0,0
"65","100","Non-deic","none","Past","1","6","de Holanda.",508,508,508,0,0
"65","41","Deic","Past","Future","0","1","Como de costumbre,",569,569,569,0,0
"65","41","Deic","Past","Future","0","2","anoche",306,306,306,0,0
"65","41","Deic","Past","Future","0","3","los padres",228,228,228,0,0
"65","41","Deic","Past","Future","0","4","acolcharán",470,470,914,1,0
"65","41","Deic","Past","Future","0","5","las almohadas",150,993,549,0,1
"65","41","Deic","Past","Future","0","6","de la habitación",401,401,401,0,0
"65","41","Deic","Past","Future","0","7","de sus hijas.",606,606,606,0,0
"65","74","Deic","Future","Future","1","1","En la discoteca,",536,536,536,0,0
"65","74","Deic","Future","Future","1","2","el próximo sábado",692,692,692,0,0
"65","74","Deic","Future","Future","1","3","los chavales",375,375,375,0,0
"65","74","Deic","Future","Future","1","4","sonrojarán",347,347,347,0,0
"65","74","Deic","Future","Future","1","5","a todas las chicas",614,614,614,0,0
"65","74","Deic","Future","Future","1","6","con minifalda.",511,511,511,0,0
"65","15","Non-deic","none","Future","1","1","Según la prensa,",700,700,700,0,0
"65","15","Non-deic","none","Future","1","2","tras las elecciones",716,716,716,0,0
"65","15","Non-deic","none","Future","1","3","los socialistas",609,609,609,0,0
"65","15","Non-deic","none","Future","1","4","perpetuarán",759,759,759,0,0
"65","15","Non-deic","none","Future","1","5","los errores",568,568,568,0,0
"65","15","Non-deic","none","Future","1","6","de los nacionalistas.",946,946,946,0,0
"65","92","Non-deic","none","Past","1","1","Antes de irse,",465,465,465,0,0
"65","92","Non-deic","none","Past","1","2","el domingo a la una",413,413,597,1,0
"65","92","Non-deic","none","Past","1","3","los sacerdotes",220,840,656,0,1
"65","92","Non-deic","none","Past","1","4","congregaron",540,540,540,0,0
"65","92","Non-deic","none","Past","1","5","a los fieles",426,426,426,0,0
"65","92","Non-deic","none","Past","1","6","delante de la iglesia.",239,239,239,0,0
"65","83","Deic","Future","Future","1","1","Utilizando un pluviómetro,",2344,2344,2344,0,0
"65","83","Deic","Future","Future","1","2","mañana por la tarde",1401,1401,1675,1,0
"65","83","Deic","Future","Future","1","3","los estudiantes",273,714,440,0,1
"65","83","Deic","Future","Future","1","4","medirán",442,442,1255,1,0
"65","83","Deic","Future","Future","1","5","la cantidad",799,799,1316,1,0
"65","83","Deic","Future","Future","1","6","de lluvia.",307,1637,307,0,1
"65","64","Deic","Future","Past","0","1","Por la falta de vacunas,",1414,1414,1414,0,0
"65","64","Deic","Future","Past","0","2","el próximo invierno",1331,1331,1331,0,0
"65","64","Deic","Future","Past","0","3","los catarros",794,794,794,0,0
"65","64","Deic","Future","Past","0","4","degeneraron",769,769,769,0,0
"65","64","Deic","Future","Past","0","5","en enfermedades",319,319,319,0,0
"65","64","Deic","Future","Past","0","6","contagiosas.",246,246,246,0,0
"65","13","Non-deic","none","Future","1","1","En la feria,",733,733,733,0,0
"65","13","Non-deic","none","Future","1","2","en diciembre",428,428,836,1,0
"65","13","Non-deic","none","Future","1","3","las multinacionales",172,1850,1442,0,1
"65","13","Non-deic","none","Future","1","4","monopolizarán",993,993,993,0,0
"65","13","Non-deic","none","Future","1","5","los productos",1252,1252,1252,0,0
"65","13","Non-deic","none","Future","1","6","exóticos.",632,632,632,0,0
"65","9","Non-deic","none","Future","1","1","Según los rumores,",1180,1180,1676,1,0
"65","9","Non-deic","none","Future","1","2","el lunes",914,914,1142,0,0
"65","9","Non-deic","none","Future","1","3","los evaluadores",1402,1402,2437,0,0
"65","9","Non-deic","none","Future","1","4","excusarán",978,978,1241,0,0
"65","9","Non-deic","none","Future","1","5","al candidato favorito",715,715,1298,0,0
"65","9","Non-deic","none","Future","1","6","por su ausencia.",1203,3808,1203,0,1
"65","29","Deic","Past","Past","1","1","Con sus ideas,",456,456,456,0,0
"65","29","Deic","Past","Past","1","2","hace dos décadas",1324,1324,1324,0,0
"65","29","Deic","Past","Past","1","3","los activistas",423,423,423,0,0
"65","29","Deic","Past","Past","1","4","revolucionaron",1020,1020,1247,1,0
"65","29","Deic","Past","Past","1","5","los derechos humanos",284,1411,1382,1,1
"65","29","Deic","Past","Past","1","6","en China.",899,1097,899,0,1
"65","31","Deic","Past","Past","1","1","Gracias a su obra,",911,911,911,0,0
"65","31","Deic","Past","Past","1","2","en los siglos pasados",1132,1132,1132,0,0
"65","31","Deic","Past","Past","1","3","los escritores",427,427,427,0,0
"65","31","Deic","Past","Past","1","4","exaltaron",234,234,234,0,0
"65","31","Deic","Past","Past","1","5","la grandeza",507,507,941,1,0
"65","31","Deic","Past","Past","1","6","de País Vasco.",371,805,371,0,1
"65","59","Deic","Future","Past","0","1","En la carretera de Irún,",579,579,579,0,0
"65","59","Deic","Future","Past","0","2","la próxima semana",711,711,711,0,0
"65","59","Deic","Future","Past","0","3","las obras",467,467,624,1,0
"65","59","Deic","Future","Past","0","4","conllevaron",316,316,316,0,0
"65","59","Deic","Future","Past","0","5","problemas",511,511,825,1,0
"65","59","Deic","Future","Past","0","6","de movilidad.",943,1414,943,0,1
"65","63","Deic","Future","Past","0","1","Por su buen comportamiento,",717,717,717,0,0
"65","63","Deic","Future","Past","0","2","la próxima navidad",436,436,436,0,0
"65","63","Deic","Future","Past","0","3","los padres",395,395,395,0,0
"65","63","Deic","Future","Past","0","4","regalaron",234,234,234,0,0
"65","63","Deic","Future","Past","0","5","juguetes",385,385,385,0,0
"65","63","Deic","Future","Past","0","6","a sus hijos.",595,595,595,0,0
"65","25","Deic","Past","Past","1","1","Nuevamente,",470,470,705,1,0
"65","25","Deic","Past","Past","1","2","hace unas semanas",846,846,1598,1,0
"65","25","Deic","Past","Past","1","3","los jefes",471,471,682,0,0
"65","25","Deic","Past","Past","1","4","reajustaron",466,466,466,0,0
"65","25","Deic","Past","Past","1","5","los puestos de trabajo",1082,1082,1082,0,0
"65","25","Deic","Past","Past","1","6","de la compañía.",1593,2791,1593,0,1
"65","16","Non-deic","none","Future","1","1","Afortunadamente,",454,454,454,0,0
"65","16","Non-deic","none","Future","1","2","a la una",675,675,1310,1,0
"65","16","Non-deic","none","Future","1","3","las emisoras",382,1742,1438,1,1
"65","16","Non-deic","none","Future","1","4","transmitirán",215,978,647,0,1
"65","16","Non-deic","none","Future","1","5","el partido",777,777,777,0,0
"65","16","Non-deic","none","Future","1","6","de fútbol.",878,878,878,0,0
"65","20","Deic","Past","Past","1","1","En Santiago de Compostela,",784,784,1316,1,0
"65","20","Deic","Past","Past","1","2","el invierno pasado",803,803,1397,0,0
"65","20","Deic","Past","Past","1","3","los frailes",583,583,810,0,0
"65","20","Deic","Past","Past","1","4","hospedaron",444,444,691,0,0
"65","20","Deic","Past","Past","1","5","a los peregrinos",856,856,987,1,0
"65","20","Deic","Past","Past","1","6","del Camino.",476,2207,476,0,1
"65","73","Deic","Future","Future","1","1","Según la prensa,",742,742,1008,1,0
"65","73","Deic","Future","Future","1","2","dentro de un mes",221,1536,1270,0,1
"65","73","Deic","Future","Future","1","3","los magistrados",719,719,719,0,0
"65","73","Deic","Future","Future","1","4","expoliarán",1241,1241,1241,0,0
"65","73","Deic","Future","Future","1","5","los bienes",642,642,642,0,0
"65","73","Deic","Future","Future","1","6","del evasor.",1306,1306,1306,0,0
"65","80","Deic","Future","Future","1","1","Trabajando en equipo,",611,611,611,0,0
"65","80","Deic","Future","Future","1","2","dentro de poco",469,469,469,0,0
"65","80","Deic","Future","Future","1","3","los climatólogos",230,230,230,0,0
"65","80","Deic","Future","Future","1","4","deducirán",449,449,449,0,0
"65","80","Deic","Future","Future","1","5","los efectos",374,374,586,1,0
"65","80","Deic","Future","Future","1","6","del cambio climático.",844,1056,844,0,1
"65","24","Deic","Past","Past","1","1","En la fábrica,",659,659,1117,1,0
"65","24","Deic","Past","Past","1","2","la semana pasada",466,466,977,0,0
"65","24","Deic","Past","Past","1","3","los obreros",420,420,597,0,0
"65","24","Deic","Past","Past","1","4","aplastaron",281,281,799,1,0
"65","24","Deic","Past","Past","1","5","las cajas",176,730,814,1,1
"65","24","Deic","Past","Past","1","6","de madera.",1400,3148,1400,0,1
"65","72","Deic","Future","Future","1","1","Gracias a los testigos,",694,694,1202,1,0
"65","72","Deic","Future","Future","1","2","dentro de poco",1046,1046,1587,0,0
"65","72","Deic","Future","Future","1","3","los detectives",1545,1545,1952,0,0
"65","72","Deic","Future","Future","1","4","vincularán",343,343,865,0,0
"65","72","Deic","Future","Future","1","5","al sospechoso",726,726,1510,1,0
"65","72","Deic","Future","Future","1","6","con el crimen.",1161,3923,1161,0,1
"65","21","Deic","Past","Past","1","1","Debido a su edad,",595,595,595,0,0
"65","21","Deic","Past","Past","1","2","el verano pasado",634,634,634,0,0
"65","21","Deic","Past","Past","1","3","los directores",473,473,473,0,0
"65","21","Deic","Past","Past","1","4","jubilaron",211,211,380,1,0
"65","21","Deic","Past","Past","1","5","al compañero",475,1485,1316,0,1
"65","21","Deic","Past","Past","1","6","de Aitor.",202,202,202,0,0
"65","88","Non-deic","none","Past","1","1","Para saludar al público,",964,964,2051,1,0
"65","88","Non-deic","none","Past","1","2","la última jornada",239,1311,1330,0,1
"65","88","Non-deic","none","Past","1","3","los deportistas",1105,1105,1570,0,0
"65","88","Non-deic","none","Past","1","4","batearon",628,628,895,0,0
"65","88","Non-deic","none","Past","1","5","pelotas",512,512,785,0,0
"65","88","Non-deic","none","Past","1","6","hacia las gradas.",589,2860,749,0,1
"65","27","Deic","Past","Past","1","1","Debido a su enfermedad,",752,752,752,0,0
"65","27","Deic","Past","Past","1","2","ayer por la mañana",449,449,449,0,0
"65","27","Deic","Past","Past","1","3","los padres",191,191,191,0,0
"65","27","Deic","Past","Past","1","4","reingresaron",334,334,449,1,0
"65","27","Deic","Past","Past","1","5","a su hijo",187,187,187,0,0
"65","27","Deic","Past","Past","1","6","en el hospital.",789,904,789,0,1
"65","57","Deic","Future","Past","0","1","Al publicar el escándalo,",1636,1636,1636,0,0
"65","57","Deic","Future","Past","0","2","la próxima semana",470,470,470,0,0
"65","57","Deic","Future","Past","0","3","los periodistas",398,398,398,0,0
"65","57","Deic","Future","Past","0","4","estigmatizaron",458,458,1123,1,0
"65","57","Deic","Future","Past","0","5","la fama",473,473,473,0,0
"65","57","Deic","Future","Past","0","6","del cantante.",652,1610,945,0,1
"65","36","Deic","Past","Future","0","1","Con ocasión de la comida familial,",1331,1331,1331,0,0
"65","36","Deic","Past","Future","0","2","el domingo pasado",587,587,587,0,0
"65","36","Deic","Past","Future","0","3","los abuelos",349,349,349,0,0
"65","36","Deic","Past","Future","0","4","disfutarán",300,300,300,0,0
"65","36","Deic","Past","Future","0","5","al ver",205,205,205,0,0
"65","36","Deic","Past","Future","0","6","al nieto.",474,474,474,0,0
"65","55","Deic","Future","Past","0","1","Durante la ceremonia,",729,729,729,0,0
"65","55","Deic","Future","Past","0","2","mañana a las dos",430,430,430,0,0
"65","55","Deic","Future","Past","0","3","las chicas",360,360,360,0,0
"65","55","Deic","Future","Past","0","4","cantaron",258,258,258,0,0
"65","55","Deic","Future","Past","0","5","delante",491,491,491,0,0
"65","55","Deic","Future","Past","0","6","de toda la clase.",925,925,925,0,0
"65","14","Non-deic","none","Future","1","1","En Bulgaria,",605,605,605,0,0
"65","14","Non-deic","none","Future","1","2","tras las vacaciones",453,453,453,0,0
"65","14","Non-deic","none","Future","1","3","los políticos",438,438,438,0,0
"65","14","Non-deic","none","Future","1","4","nacionalizarán",561,561,1260,1,0
"65","14","Non-deic","none","Future","1","5","las empresas",517,517,1303,1,0
"65","14","Non-deic","none","Future","1","6","de luz.",190,1805,320,0,1
"65","5","Non-deic","none","Future","1","1","Excepcionalmente,",299,299,299,0,0
"65","5","Non-deic","none","Future","1","2","el lunes a la una",651,651,1233,1,0
"65","5","Non-deic","none","Future","1","3","los pacientes",214,1350,768,0,1
"65","5","Non-deic","none","Future","1","4","complementarán",895,895,895,0,0
"65","5","Non-deic","none","Future","1","5","su terapia",647,647,647,0,0
"65","5","Non-deic","none","Future","1","6","con ejercicio físico.",1402,1402,1402,0,0
"65","101","Non-deic","none","Past","1","1","Por orden del juez,",536,536,536,0,0
"65","101","Non-deic","none","Past","1","2","tras la manifestación",386,386,386,0,0
"65","101","Non-deic","none","Past","1","3","los acusados",383,383,383,0,0
"65","101","Non-deic","none","Past","1","4","indemnizaron",468,468,468,0,0
"65","101","Non-deic","none","Past","1","5","a la víctima",401,401,530,1,0
"65","101","Non-deic","none","Past","1","6","de la estafa.",849,978,849,0,1
"65","17","Deic","Past","Past","1","1","En el mercadillo,",374,374,374,0,0
"65","17","Deic","Past","Past","1","2","ayer por la mañana",754,754,754,0,0
"65","17","Deic","Past","Past","1","3","las clientas",428,428,428,0,0
"65","17","Deic","Past","Past","1","4","regatearon",485,485,485,0,0
"65","17","Deic","Past","Past","1","5","para conseguir",787,787,787,0,0
"65","17","Deic","Past","Past","1","6","un precio mejor.",239,239,239,0,0
"65","81","Deic","Future","Future","1","1","Por las obras de mi habitación,",977,977,977,0,0
"65","81","Deic","Future","Future","1","2","mañana por la tarde",730,730,730,0,0
"65","81","Deic","Future","Future","1","3","mis padres",408,408,408,0,0
"65","81","Deic","Future","Future","1","4","desplazarán",524,524,524,0,0
"65","81","Deic","Future","Future","1","5","los muebles",480,480,480,0,0
"65","81","Deic","Future","Future","1","6","al garaje.",681,681,681,0,0
"65","2","Non-deic","none","Future","1","1","Al final del partido,",572,572,572,0,0
"65","2","Non-deic","none","Future","1","2","el lunes por la tarde",391,391,391,0,0
"65","2","Non-deic","none","Future","1","3","los futbolistas",411,411,411,0,0
"65","2","Non-deic","none","Future","1","4","alzarán",261,261,618,1,0
"65","2","Non-deic","none","Future","1","5","el trofeo",182,738,381,0,1
"65","2","Non-deic","none","Future","1","6","ante los hinchas.",582,582,582,0,0
"65","89","Non-deic","none","Past","1","1","En la catedral,",442,442,442,0,0
"65","89","Non-deic","none","Past","1","2","durante el acto",486,486,486,0,0
"65","89","Non-deic","none","Past","1","3","los monarcas",423,423,423,0,0
"65","89","Non-deic","none","Past","1","4","sonrieron",339,339,339,0,0
"65","89","Non-deic","none","Past","1","5","a los fotógrafos",420,420,420,0,0
"65","89","Non-deic","none","Past","1","6","de la prensa.",1893,1893,1893,0,0
"65","42","Deic","Past","Future","0","1","Con motivo del desfile,",991,991,991,0,0
"65","42","Deic","Past","Future","0","2","hace dos semanas",543,543,543,0,0
"65","42","Deic","Past","Future","0","3","los peluqueros",532,532,532,0,0
"65","42","Deic","Past","Future","0","4","alisarán",403,403,403,0,0
"65","42","Deic","Past","Future","0","5","el pelo",437,437,666,1,0
"65","42","Deic","Past","Future","0","6","a las modelos.",819,1048,819,0,1
"65","77","Deic","Future","Future","1","1","En Europa,",292,292,292,0,0
"65","77","Deic","Future","Future","1","2","la próxima década",1334,1334,1334,0,0
"65","77","Deic","Future","Future","1","3","los especuladores",411,411,411,0,0
"65","77","Deic","Future","Future","1","4","negociarán",389,389,676,1,0
"65","77","Deic","Future","Future","1","5","ventajas competitivas",251,1236,949,0,1
"65","77","Deic","Future","Future","1","6","en la Bolsa.",444,444,444,0,0
"65","98","Non-deic","none","Past","1","1","Como siempre,",545,545,545,0,0
"65","98","Non-deic","none","Past","1","2","los días de luna llena",1326,1326,1326,0,0
"65","98","Non-deic","none","Past","1","3","los lobos",285,285,285,0,0
"65","98","Non-deic","none","Past","1","4","aullaron",335,335,335,0,0
"65","98","Non-deic","none","Past","1","5","en la colina",459,459,459,0,0
"65","98","Non-deic","none","Past","1","6","del pueblo.",820,820,820,0,0
"65","48","Deic","Past","Future","0","1","En el ambulatorio,",443,443,443,0,0
"65","48","Deic","Past","Future","0","2","el agosto pasado",878,878,878,0,0
"65","48","Deic","Past","Future","0","3","los enfermeros",490,490,490,0,0
"65","48","Deic","Past","Future","0","4","auxiliarán",304,304,304,0,0
"65","48","Deic","Past","Future","0","5","a decenas",502,502,829,1,0
"65","48","Deic","Past","Future","0","6","de personas.",226,784,457,0,1
"65","28","Deic","Past","Past","1","1","Con mucha paciencia,",600,600,600,0,0
"65","28","Deic","Past","Past","1","2","ayer por la tarde",458,458,458,0,0
"65","28","Deic","Past","Past","1","3","los profesores",453,453,453,0,0
"65","28","Deic","Past","Past","1","4","aclararon",285,285,285,0,0
"65","28","Deic","Past","Past","1","5","las dudas",453,453,453,0,0
"65","28","Deic","Past","Past","1","6","de los estudiantes.",760,760,760,0,0
"65","93","Non-deic","none","Past","1","1","Para complacer al público,",742,742,742,0,0
"65","93","Non-deic","none","Past","1","2","el día del festival",691,691,691,0,0
"65","93","Non-deic","none","Past","1","3","los artistas",476,476,476,0,0
"65","93","Non-deic","none","Past","1","4","guiaron",270,270,270,0,0
"65","93","Non-deic","none","Past","1","5","la visita",195,195,195,0,0
"65","93","Non-deic","none","Past","1","6","al museo.",674,674,674,0,0
"65","49","Deic","Past","Future","0","1","Para su diversión,",585,585,585,0,0
"65","49","Deic","Past","Future","0","2","ayer por la tarde",526,526,526,0,0
"65","49","Deic","Past","Future","0","3","los niños",370,370,370,0,0
"65","49","Deic","Past","Future","0","4","ducharán",254,254,583,1,0
"65","49","Deic","Past","Future","0","5","al perro",329,946,617,0,1
"65","49","Deic","Past","Future","0","6","del vecino.",609,609,609,0,0
"65","23","Deic","Past","Past","1","1","Por petición del jefe,",796,796,796,0,0
"65","23","Deic","Past","Past","1","2","hace tres semanas",649,649,649,0,0
"65","23","Deic","Past","Past","1","3","los responsables",526,526,526,0,0
"65","23","Deic","Past","Past","1","4","prorrogaron",677,677,677,0,0
"65","23","Deic","Past","Past","1","5","el plazo",183,183,183,0,0
"65","23","Deic","Past","Past","1","6","de la matrícula.",268,268,268,0,0
